respondent_id,Q1_1,Q1_2,Q1_3,Q1_4,Q2_1,Q2_2,Q2_3,Q2_4,Q3_1,Q3_2,Q3_3,Q3_4,Q3_5,Q3_6,Q4_1,Q4_2,Q4_3,Q4_4,WB_1,WB_2,WB_3,WB_4,WB_5,WB_6,WB_7,WB_8,WB_9,WB_10,WB_11,WB_12,WB_13,WB_14,WB_15,WB_16,WB_17,WB_18,WB_19,WB_20,department,gender,management_level,ethnicity,job_level,is_manager,campus,performance_rating,manager_id,manager_name,terminated,erg_participations
R0315,3,2,2,3,3,3,3,3,4,3,3,4,4,4,2,1,1,1,3,4,4,5,4,4,3,4,4,4,4,2,4,5,4,5,4,4,3,3,Risk Management,Female,Manager,Non-Minority,Senior Professional,1,West,Exceeds,M0027,Manager 40,1,1
R0316,5,5,4,4,4,3,3,3,2,2,3,2,3,2,5,5,4,3,3,3,2,3,3,3,3,3,4,3,3,3,3,3,4,3,3,3,3,3,Research,Male,Individual Contributor,Non-Minority,Professional,0,West,Exceeds,M0024,Manager 33,0,3
R0317,4,4,3,4,4,5,3,4,3,3,3,4,3,2,4,3,4,5,4,4,3,3,3,3,3,2,4,2,4,4,3,3,2,3,4,3,3,4,Risk Management,Male,Individual Contributor,Non-Minority,Senior Manager,0,Midwest,Exceeds,M0024,Manager 6,0,2
R0318,5,4,5,5,3,3,3,3,3,4,2,4,3,4,3,3,3,3,2,3,3,3,4,3,3,4,4,3,4,4,3,4,2,3,3,4,4,3,Research,Male,Individual Contributor,Minority,Manager,0,Remote,Meets,M0029,Manager 17,0,1
R0319,4,3,5,4,4,4,3,4,4,3,4,3,3,5,2,2,3,3,4,3,3,3,3,3,3,3,4,4,2,3,3,3,4,3,3,3,3,3,Research,Male,Individual Contributor,Non-Minority,Entry,0,Remote,Meets,M0042,Manager 4,0,2
R0320,3,2,3,3,4,5,4,4,2,3,3,3,1,2,2,2,2,1,4,3,3,4,4,4,5,5,3,4,4,5,4,4,4,3,4,3,3,4,Supply Chain,Male,Manager,Minority,VP,1,Southeast,Meets,M0045,Manager 36,0,0
R0321,3,2,4,3,5,5,5,4,5,5,5,5,5,5,2,2,2,3,4,4,2,2,2,3,1,2,4,3,2,2,3,3,2,3,2,2,3,3,Finance,Male,Manager,Non-Minority,Professional,1,Northeast,Exceeds,M0019,Manager 25,0,2
R0322,2,3,4,3,1,2,2,1,4,5,3,3,3,4,3,3,4,3,4,3,2,3,2,2,3,3,3,2,2,2,3,2,2,3,3,3,3,2,Marketing,Female,Individual Contributor,Minority,Senior Manager,0,West,Exceeds,M0005,Manager 15,1,1
R0323,3,3,4,3,5,5,5,5,5,5,4,5,5,5,4,4,4,4,4,5,5,5,4,4,5,5,5,5,5,4,4,4,5,5,5,5,4,3,Legal,Female,Individual Contributor,Non-Minority,VP,0,West,Meets,M0043,Manager 6,0,0
R0324,3,4,5,4,5,5,5,4,3,3,3,3,3,3,4,3,3,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,2,Operations,Male,Manager,Non-Minority,Manager,1,West,Exceeds,M0042,Manager 35,0,0
R0325,2,3,3,4,5,5,5,5,4,4,4,4,4,4,5,4,4,4,3,3,4,4,3,3,3,4,4,1,3,3,3,3,4,2,3,4,2,5,Risk Management,Female,Individual Contributor,Non-Minority,Manager,0,Northeast,Exceeds,M0006,Manager 12,1,1
R0326,5,5,4,5,4,4,3,2,5,4,4,4,4,4,3,2,2,3,3,3,2,3,4,4,3,3,4,4,3,1,3,3,2,3,3,3,3,4,Supply Chain,Female,Individual Contributor,Minority,Entry,0,West,Meets,M0050,Manager 28,0,1
R0327,5,5,5,4,4,3,3,3,3,4,3,4,3,2,4,4,3,4,3,4,3,3,3,3,4,4,3,4,3,3,5,4,3,4,4,3,4,4,Sales,Male,Individual Contributor,Non-Minority,Manager,0,Midwest,Meets,M0005,Manager 21,0,2
R0328,4,2,2,3,3,5,5,4,3,4,3,5,3,4,3,2,4,3,4,2,3,3,3,2,4,3,3,2,4,5,3,3,4,2,3,3,4,4,Operations,Female,Individual Contributor,Minority,Senior Manager,0,West,Meets,M0014,Manager 45,0,0
R0329,4,4,4,4,4,4,4,4,3,4,3,4,3,3,4,3,3,4,4,3,3,3,3,2,3,4,3,3,3,4,4,4,3,4,4,4,4,3,Supply Chain,Male,Manager,Non-Minority,Manager,1,Northeast,Exceeds,M0018,Manager 30,0,2
R0330,5,5,4,4,4,4,4,4,3,3,2,3,4,3,5,4,4,4,5,5,5,4,5,4,4,4,5,5,5,5,5,5,4,5,5,5,5,5,Finance,Female,Individual Contributor,Non-Minority,Senior Manager,0,Southeast,Exceeds,M0031,Manager 10,0,0
R0331,4,5,5,5,3,2,2,3,3,3,3,3,3,3,4,4,3,5,4,3,3,4,4,3,3,3,3,3,3,3,4,5,4,4,4,4,3,4,Research,Female,Manager,Non-Minority,Professional,1,Midwest,Exceeds,M0037,Manager 3,0,2
R0332,3,3,4,3,3,3,3,4,3,4,4,4,4,4,4,3,5,4,4,4,5,4,3,3,5,3,4,3,3,4,3,4,5,4,5,5,4,4,IT,Male,Manager,Non-Minority,VP,1,West,Exceeds,M0004,Manager 24,0,0
R0333,3,4,2,3,2,2,4,3,3,2,2,3,2,1,2,3,3,4,4,5,4,5,5,5,5,5,5,5,4,4,5,5,5,5,5,5,5,5,Communications,Female,Individual Contributor,Non-Minority,Manager,0,West,Meets,M0014,Manager 4,1,3
R0334,5,5,5,4,4,4,4,4,4,5,4,5,5,5,1,2,2,3,2,2,4,3,3,3,3,4,3,3,3,2,4,3,4,3,4,2,2,3,Sales,Male,Senior Leader,Non-Minority,VP,1,Northeast,Meets,M0049,Manager 44,0,1
R0335,4,4,4,4,1,1,1,1,4,3,5,4,5,5,4,4,4,5,4,4,4,4,3,4,3,3,4,4,3,3,2,3,4,3,3,3,3,3,Legal,Male,Individual Contributor,Non-Minority,Senior Professional,0,Midwest,Exceeds,M0041,Manager 12,0,2
R0336,2,2,2,3,3,4,4,5,2,3,4,3,3,2,5,5,4,4,3,4,3,4,3,3,4,3,4,2,4,4,3,3,3,3,3,3,4,3,Human Resources,Female,Individual Contributor,Non-Minority,Professional,0,Northeast,Meets,M0018,Manager 26,1,0
R0337,5,5,5,4,4,4,4,4,4,3,3,4,3,4,2,3,3,3,2,3,3,2,3,3,3,4,3,3,2,3,2,3,2,3,4,3,3,2,Human Resources,Male,Individual Contributor,Non-Minority,Senior Professional,0,West,Meets,M0027,Manager 34,0,0
R0338,3,3,4,4,4,5,5,5,3,4,4,3,3,4,3,4,3,3,2,2,2,1,2,1,1,2,3,3,2,2,3,1,2,1,2,2,2,2,Sales,Male,Manager,Non-Minority,Director,1,Midwest,Meets,M0012,Manager 4,1,1
R0339,2,3,3,3,5,5,5,5,3,3,3,4,3,3,4,4,4,3,4,3,2,2,3,4,3,4,2,3,4,4,3,4,3,4,3,3,3,3,Human Resources,Female,Individual Contributor,Non-Minority,Manager,0,Midwest,Below,M0049,Manager 20,1,0
R0340,3,4,4,4,3,3,4,3,4,4,5,4,4,4,4,3,4,3,4,4,2,3,4,3,3,4,3,4,3,2,4,4,5,2,4,2,4,4,Marketing,Male,Individual Contributor,Non-Minority,Professional,0,Midwest,Exceeds,M0027,Manager 31,0,0
R0341,4,3,4,5,5,5,5,5,5,5,4,4,5,5,3,3,3,4,4,5,5,5,4,5,5,4,5,5,4,5,5,5,3,5,5,5,4,4,Product,Female,Individual Contributor,Minority,Senior Manager,0,Southeast,Meets,M0045,Manager 28,0,1
R0342,4,3,3,3,4,4,4,4,3,3,3,4,3,3,2,2,3,2,4,4,5,4,3,4,4,4,5,3,3,4,4,3,4,4,5,4,5,5,Operations,Male,Individual Contributor,Minority,Director,0,Remote,Meets,M0025,Manager 1,0,0
R0343,3,3,4,3,3,4,4,2,5,4,4,4,5,5,3,3,4,3,4,3,2,3,3,4,4,3,2,2,3,4,3,2,2,3,2,3,3,3,Customer Service,Female,Individual Contributor,Non-Minority,VP,0,Remote,Exceeds,M0013,Manager 5,1,1
R0344,5,5,5,5,4,4,3,5,3,3,4,4,3,3,4,5,4,4,2,3,3,3,3,3,3,4,4,4,3,3,3,4,4,3,4,3,3,4,Supply Chain,Male,Individual Contributor,Minority,Director,0,Remote,Meets,M0040,Manager 10,0,0
R0345,2,3,3,3,2,3,3,3,4,3,4,3,3,3,3,3,4,3,5,5,5,5,5,4,5,5,4,5,4,5,5,5,5,5,5,5,5,4,Operations,Female,Manager,Non-Minority,Director,1,Midwest,Meets,M0001,Manager 10,0,0
R0346,4,3,4,5,3,3,3,2,2,2,2,2,2,2,4,4,5,5,3,3,3,3,3,3,4,4,4,3,3,3,3,3,4,3,3,4,5,4,Product,Male,Individual Contributor,Non-Minority,Professional,0,West,Meets,M0021,Manager 8,0,0
R0347,4,4,4,4,3,3,3,3,3,3,4,4,3,3,5,4,5,4,2,2,1,1,2,1,2,1,2,1,1,1,3,1,2,1,3,2,2,3,Communications,Male,Manager,Minority,Director,1,West,Meets,M0017,Manager 34,0,0
R0348,4,4,4,3,4,4,5,4,4,3,3,3,3,4,2,3,2,3,5,5,5,4,5,5,4,4,5,4,5,5,5,5,5,5,5,5,5,5,Supply Chain,Female,Individual Contributor,Non-Minority,Entry,0,West,Meets,M0009,Manager 41,0,0
R0349,5,5,5,5,3,4,3,3,3,4,3,3,3,4,3,3,4,4,3,3,2,2,2,2,3,3,2,4,3,3,2,3,3,3,4,2,2,3,Product,Female,Individual Contributor,Minority,Director,0,Remote,Meets,M0007,Manager 3,0,2
R0350,2,2,2,3,4,3,5,4,5,4,3,4,4,5,4,4,3,4,2,2,3,3,3,2,2,3,1,3,2,2,2,1,2,2,2,2,1,3,Sales,Female,Individual Contributor,Minority,Director,0,Southeast,Meets,M0027,Manager 45,0,0
R0351,3,4,3,3,4,4,4,4,4,5,4,3,3,4,4,4,4,4,3,3,2,3,3,3,3,3,2,3,4,4,3,3,2,2,3,4,4,4,Customer Service,Female,Individual Contributor,Minority,VP,0,Southeast,Meets,M0039,Manager 25,0,2
R0352,4,4,4,3,3,2,3,3,3,3,4,3,4,4,3,3,3,2,2,2,3,3,2,3,2,2,3,2,2,3,2,3,2,2,1,3,2,3,Sales,Female,Individual Contributor,Non-Minority,Senior Professional,0,Southeast,Exceeds,M0013,Manager 44,0,0
R0353,2,2,3,2,4,4,5,4,4,4,4,4,3,4,4,4,4,3,3,3,3,2,3,2,2,2,2,3,3,2,2,2,2,3,3,3,2,1,IT,Male,Individual Contributor,Non-Minority,Entry,0,Midwest,Meets,M0024,Manager 2,0,1
R0354,4,5,5,4,4,3,3,2,4,3,4,3,3,4,3,3,3,3,2,3,3,3,3,3,4,4,1,4,3,3,2,2,3,2,2,2,3,3,Engineering,Male,Individual Contributor,Non-Minority,Senior Professional,0,Remote,Below,M0008,Manager 45,0,0
R0355,3,3,3,4,3,4,4,3,2,3,2,3,2,2,3,3,2,3,4,3,2,4,3,4,2,4,3,3,3,4,3,3,3,3,2,4,2,3,Product,Male,Individual Contributor,Non-Minority,Director,0,West,Meets,M0027,Manager 27,1,3
R0356,3,4,5,4,4,5,4,4,4,4,4,4,5,4,3,3,2,2,4,3,3,3,3,3,3,4,3,2,2,4,3,3,3,3,4,3,3,2,Operations,Female,Individual Contributor,Non-Minority,Senior Professional,0,Remote,Meets,M0028,Manager 34,0,3
R0357,3,3,4,3,3,3,3,3,2,4,4,3,4,3,3,2,3,3,2,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,Communications,Male,Individual Contributor,Non-Minority,Senior Professional,0,Northeast,Exceeds,M0012,Manager 30,0,1
R0358,4,5,4,5,5,4,4,5,3,3,3,2,2,3,3,5,4,5,3,4,4,4,4,3,3,3,4,3,4,4,3,4,3,3,4,3,3,3,Legal,Male,Manager,Minority,Senior Professional,1,Southeast,Meets,M0036,Manager 39,0,0
R0359,5,4,5,5,4,3,3,3,5,4,5,5,5,5,4,4,3,3,2,1,3,2,3,2,2,3,3,3,2,2,1,2,1,2,2,1,2,2,Marketing,Female,Individual Contributor,Minority,Senior Manager,0,West,Exceeds,M0025,Manager 19,0,0
R0360,3,4,5,3,3,4,4,4,3,4,3,4,4,4,3,3,3,2,4,3,4,4,3,4,3,4,3,4,3,3,4,3,2,2,3,4,4,3,Risk Management,Male,Individual Contributor,Minority,Director,0,West,Exceeds,M0041,Manager 19,0,0
R0361,3,5,5,4,5,3,4,4,3,4,3,3,3,4,3,2,2,2,3,3,3,3,4,3,3,4,3,3,4,4,4,4,4,4,5,3,3,4,Supply Chain,Male,Manager,Non-Minority,Senior Manager,1,Northeast,Meets,M0006,Manager 7,0,1
R0362,3,3,4,4,2,3,3,3,4,4,4,5,5,4,3,3,4,3,3,2,4,2,3,3,3,3,2,4,3,2,3,3,3,2,3,3,3,2,Human Resources,Female,Manager,Non-Minority,Director,1,Northeast,Meets,M0040,Manager 27,1,0
R0363,4,5,4,4,4,2,2,2,2,2,2,3,2,2,4,4,5,4,3,3,3,4,2,3,1,3,2,2,3,2,2,3,2,2,3,3,4,3,Human Resources,Female,Individual Contributor,Minority,Manager,0,Remote,Meets,M0035,Manager 7,0,0
R0364,3,3,3,3,5,4,5,5,4,4,5,3,5,4,4,4,2,3,5,4,5,5,3,5,4,5,5,5,5,5,5,5,4,5,5,5,5,5,Research,Male,Individual Contributor,Non-Minority,Manager,0,Remote,Meets,M0038,Manager 3,0,0
R0365,4,5,5,5,4,5,4,5,4,4,4,5,4,4,4,4,4,4,4,5,5,5,4,4,4,5,4,5,4,4,4,4,4,3,4,5,5,4,Research,Male,Individual Contributor,Minority,Senior Professional,0,West,Meets,M0014,Manager 15,0,0
R0366,3,4,5,3,5,4,3,4,5,3,5,5,5,4,3,3,2,2,1,2,1,1,2,2,1,2,1,2,2,1,1,2,1,1,1,1,2,2,Communications,Male,Manager,Non-Minority,Manager,1,Remote,Meets,M0025,Manager 8,0,0
R0367,1,2,3,2,4,5,4,5,4,3,3,4,4,4,2,3,3,3,5,4,5,5,4,4,4,5,3,4,4,4,5,4,4,4,4,4,4,4,Sales,Male,Individual Contributor,Non-Minority,VP,0,West,Meets,M0008,Manager 23,1,1
R0368,4,5,5,3,4,3,4,3,5,4,5,5,4,4,5,5,5,4,3,2,5,4,3,3,3,4,3,4,5,4,3,4,3,5,5,4,3,3,Communications,Male,Individual Contributor,Minority,Manager,0,West,Meets,M0042,Manager 46,0,2
R0369,3,4,3,3,3,3,2,2,3,4,3,3,3,5,3,3,2,3,4,5,4,4,5,3,5,4,4,4,4,5,5,3,5,4,4,5,4,5,Communications,Male,Individual Contributor,Minority,Director,0,West,Exceeds,M0001,Manager 24,0,0
R0370,2,3,3,3,3,3,3,2,5,5,4,4,5,4,5,5,5,5,3,3,3,3,3,3,3,4,3,3,3,2,4,2,4,3,3,4,5,3,Communications,Male,Individual Contributor,Non-Minority,Professional,0,Remote,Exceeds,M0019,Manager 18,0,1
R0371,4,4,3,4,4,3,4,2,4,4,5,4,4,5,4,4,4,4,1,3,3,3,2,2,1,2,2,3,2,2,1,2,2,2,2,2,2,2,Research,Female,Individual Contributor,Minority,Senior Professional,0,Midwest,Meets,M0027,Manager 44,0,2
R0372,5,3,4,4,4,4,5,4,4,4,4,4,5,3,3,3,4,5,5,4,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,4,5,Sales,Female,Individual Contributor,Non-Minority,Entry,0,West,Meets,M0003,Manager 1,0,0
R0373,5,4,5,5,2,2,2,2,3,3,2,2,3,4,3,3,3,3,4,4,4,5,5,5,5,3,5,5,5,3,5,4,3,4,4,4,4,4,Finance,Female,Individual Contributor,Non-Minority,Professional,0,Midwest,Meets,M0034,Manager 48,0,2
R0374,4,5,5,5,5,5,5,4,4,4,3,5,5,3,3,2,1,2,3,5,3,2,3,4,3,3,4,3,4,3,4,3,4,3,4,4,3,4,IT,Male,Senior Leader,Non-Minority,Senior Professional,1,Midwest,Exceeds,M0011,Manager 37,0,0
R0375,5,5,5,5,5,4,4,5,5,5,5,5,5,5,3,3,3,4,3,4,4,4,5,4,4,3,3,4,2,4,2,4,3,4,3,2,4,4,Legal,Female,Manager,Non-Minority,Professional,1,Remote,Meets,M0026,Manager 13,0,1
R0376,4,3,4,3,4,4,4,4,5,3,3,4,3,4,3,3,4,2,3,3,3,3,2,2,3,3,3,3,3,3,2,2,3,2,3,4,3,3,IT,Male,Individual Contributor,Non-Minority,Director,0,West,Exceeds,M0004,Manager 37,1,3
R0377,5,5,4,5,4,4,4,5,3,4,4,4,4,5,4,4,4,4,5,5,5,4,4,4,5,5,5,5,4,4,4,5,5,4,4,4,5,5,Legal,Male,Individual Contributor,Non-Minority,Professional,0,West,Below,M0047,Manager 12,0,0
R0378,4,5,4,5,4,4,3,4,5,4,4,4,4,3,4,4,4,3,3,4,4,4,4,3,4,4,5,4,4,5,4,4,4,5,4,4,4,4,Legal,Male,Individual Contributor,Non-Minority,Senior Professional,0,Remote,Meets,M0011,Manager 28,0,0
R0379,5,5,4,4,3,3,3,3,3,2,2,2,3,2,4,3,3,3,3,3,3,3,3,4,4,4,5,3,4,4,3,3,4,4,4,3,3,4,Sales,Female,Individual Contributor,Minority,Entry,0,Southeast,Exceeds,M0033,Manager 8,0,0
R0380,3,3,3,3,3,3,4,2,4,3,4,4,3,3,3,2,3,2,2,3,3,3,4,3,3,3,2,2,3,3,4,3,2,3,3,3,2,2,Research,Female,Individual Contributor,Minority,Senior Manager,0,West,Exceeds,M0049,Manager 41,0,1
R0381,3,2,3,3,5,4,5,5,3,4,3,4,3,3,4,4,3,4,3,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,Engineering,Female,Manager,Minority,VP,1,Remote,Below,M0011,Manager 21,0,0
R0382,3,3,4,4,4,3,4,4,2,3,4,3,2,3,4,5,5,4,2,3,1,3,3,2,3,2,1,3,2,2,3,2,2,3,3,2,2,2,Sales,Male,Individual Contributor,Non-Minority,Entry,0,Northeast,Meets,M0002,Manager 28,1,0
R0383,2,3,3,4,4,4,4,4,2,2,2,2,2,2,3,4,4,4,4,3,4,4,5,4,4,4,5,4,5,5,5,5,5,5,4,5,5,4,Finance,Female,Individual Contributor,Non-Minority,Director,0,Remote,Exceeds,M0010,Manager 2,0,0
R0384,3,3,3,3,2,2,2,3,4,4,3,4,3,4,3,3,3,3,4,4,3,3,3,4,4,4,3,4,3,3,3,4,4,4,3,4,4,3,IT,Female,Individual Contributor,Non-Minority,Director,0,Remote,Exceeds,M0006,Manager 37,0,3
R0385,3,4,3,3,5,4,5,4,2,2,2,1,2,2,4,4,4,4,2,2,2,2,2,2,2,2,2,2,1,1,2,3,1,1,2,1,1,2,Legal,Male,Individual Contributor,Non-Minority,Entry,0,Southeast,Meets,M0030,Manager 41,1,1
R0386,5,5,4,5,4,4,4,4,5,5,5,5,5,5,4,4,3,5,5,5,5,4,4,5,4,4,4,4,5,5,4,4,5,5,5,4,4,5,Research,Female,Individual Contributor,Minority,VP,0,Midwest,Meets,M0012,Manager 16,0,0
R0387,4,5,4,4,2,3,3,3,4,5,5,4,4,5,4,4,3,3,2,2,1,3,2,2,2,2,2,2,2,1,1,2,1,1,3,2,2,3,Research,Female,Manager,Non-Minority,Professional,1,Midwest,Below,M0013,Manager 35,0,0
R0388,3,2,3,3,4,4,3,4,2,2,1,2,1,2,5,5,5,5,4,4,4,4,5,4,4,3,3,4,3,3,4,3,4,4,5,4,4,4,Risk Management,Male,Individual Contributor,Non-Minority,Professional,0,West,Below,M0050,Manager 17,1,1
R0389,3,4,4,4,3,3,3,3,4,5,5,5,5,5,5,5,5,5,3,2,4,3,2,3,3,1,2,3,1,3,3,2,3,3,2,3,3,2,Research,Female,Manager,Non-Minority,Entry,1,Midwest,Meets,M0006,Manager 10,0,0
R0390,4,3,4,4,5,5,5,4,4,4,4,3,4,2,3,4,3,4,3,3,4,4,4,4,5,5,4,3,3,4,4,4,4,3,4,5,3,4,Research,Female,Individual Contributor,Non-Minority,Entry,0,Remote,Exceeds,M0007,Manager 8,0,1
R0391,4,4,4,4,2,2,3,2,3,4,3,4,4,3,2,3,3,2,2,2,2,3,2,2,1,3,3,3,3,2,2,3,2,3,3,3,2,2,Product,Male,Individual Contributor,Non-Minority,Senior Manager,0,Northeast,Meets,M0007,Manager 10,0,0
R0392,5,5,4,4,5,4,4,5,3,3,3,4,3,3,3,4,4,3,4,5,4,5,5,5,5,5,4,5,5,5,5,5,5,4,5,5,5,4,Engineering,Male,Individual Contributor,Non-Minority,Senior Professional,0,Southeast,Meets,M0006,Manager 5,0,0
R0393,3,3,3,3,2,2,2,3,4,4,4,3,3,4,2,3,3,3,1,2,2,1,1,2,2,2,2,1,1,2,1,1,2,2,2,1,2,2,Product,Male,Individual Contributor,Non-Minority,VP,0,Midwest,Exceeds,M0014,Manager 26,0,0
R0394,2,3,4,3,5,5,5,5,4,4,4,5,4,4,3,4,3,2,2,2,1,2,2,2,2,2,4,1,3,2,2,2,1,2,2,1,2,1,Human Resources,Female,Individual Contributor,Non-Minority,Manager,0,Northeast,Meets,M0027,Manager 5,0,1
R0395,4,4,3,4,4,4,4,4,4,4,4,5,4,4,2,3,3,3,3,2,2,2,2,3,3,1,3,3,1,2,1,1,2,2,2,4,2,2,Product,Male,Individual Contributor,Non-Minority,Director,0,Northeast,Meets,M0014,Manager 44,0,2
R0396,4,4,4,4,3,3,3,2,2,3,2,2,3,4,3,3,2,4,3,3,3,4,4,4,3,4,3,4,4,4,4,4,2,4,4,3,3,5,Legal,Male,Manager,Non-Minority,Manager,1,Midwest,Meets,M0041,Manager 29,0,2
R0397,4,4,3,4,4,5,5,4,4,4,5,5,5,5,4,4,4,4,3,4,4,3,2,3,2,3,3,3,4,4,4,4,4,2,3,2,4,2,Communications,Female,Individual Contributor,Non-Minority,Professional,0,Southeast,Meets,M0020,Manager 1,0,1
R0398,3,3,3,3,3,4,3,3,4,4,4,4,4,3,3,3,3,3,3,3,4,3,4,3,3,3,3,4,4,3,3,3,4,4,3,4,4,2,Marketing,Female,Individual Contributor,Minority,Director,0,Remote,Meets,M0041,Manager 39,0,0
R0399,4,5,4,4,3,3,4,4,5,3,4,4,4,4,3,5,4,3,3,4,4,5,3,4,3,4,4,5,3,5,3,3,3,4,3,3,4,4,Risk Management,Male,Individual Contributor,Non-Minority,Entry,0,Northeast,Meets,M0022,Manager 23,0,1
R0400,3,3,4,4,4,4,4,4,3,3,3,3,4,3,4,3,4,3,4,4,4,4,4,3,5,4,4,4,4,3,3,4,4,5,4,4,4,4,Product,Female,Senior Leader,Minority,Senior Manager,1,Remote,Below,M0035,Manager 1,0,2
R0401,4,4,5,4,3,3,3,3,5,5,5,5,5,5,3,4,4,4,4,4,3,5,4,3,5,3,2,4,4,4,3,4,3,3,4,3,4,4,Marketing,Male,Manager,Non-Minority,Senior Manager,1,Midwest,Meets,M0008,Manager 13,0,2
R0402,4,3,4,3,2,2,2,3,4,4,4,4,4,4,4,4,4,5,3,4,3,3,4,4,4,5,3,4,3,3,4,3,4,3,4,3,3,4,IT,Female,Individual Contributor,Minority,Entry,0,Remote,Exceeds,M0002,Manager 34,0,0
R0403,3,4,3,4,4,4,4,2,4,3,3,3,4,3,4,4,3,4,2,3,2,3,3,3,3,2,3,3,3,2,2,4,3,2,2,2,2,3,Customer Service,Male,Manager,Non-Minority,VP,1,Southeast,Exceeds,M0014,Manager 24,1,1
R0404,4,5,5,5,4,5,4,5,5,5,4,4,4,5,3,3,3,4,3,3,3,3,3,3,4,3,3,3,4,4,4,3,3,3,3,4,3,4,Human Resources,Female,Manager,Minority,Professional,1,Northeast,Below,M0021,Manager 9,1,1
R0405,3,4,3,4,3,3,3,3,5,5,5,5,5,4,3,4,4,4,4,3,3,3,3,3,4,4,4,4,3,3,4,2,3,3,4,4,3,4,Sales,Female,Individual Contributor,Non-Minority,Entry,0,Southeast,Meets,M0018,Manager 18,1,0
R0406,3,4,4,3,4,4,3,3,3,3,2,3,2,3,2,2,2,1,3,4,3,4,4,4,2,3,4,4,4,3,3,3,3,4,4,3,4,3,Product,Male,Individual Contributor,Non-Minority,Professional,0,Northeast,Exceeds,M0023,Manager 46,0,0
R0407,4,4,4,3,2,2,2,2,3,3,4,4,5,4,3,3,3,3,4,5,3,3,5,3,4,4,4,4,4,3,3,4,2,4,4,4,3,3,Customer Service,Male,Senior Leader,Non-Minority,Director,1,Midwest,Meets,M0030,Manager 48,0,2
R0408,4,2,3,4,3,2,4,3,4,4,4,5,4,4,4,4,4,4,3,4,4,2,3,3,3,3,3,3,3,3,3,3,4,3,2,3,3,2,Communications,Male,Manager,Non-Minority,Manager,1,West,Meets,M0033,Manager 26,0,0
R0409,3,2,3,4,5,5,5,5,3,5,3,3,4,3,3,3,4,3,2,3,2,3,3,3,2,2,3,2,2,2,1,2,2,2,3,2,2,2,Sales,Female,Manager,Non-Minority,Senior Professional,1,Southeast,Exceeds,M0013,Manager 44,1,3
R0410,4,3,4,4,4,4,4,4,3,3,4,3,4,3,4,4,4,4,3,3,3,2,2,2,3,2,2,2,2,2,3,2,3,2,3,2,2,2,Risk Management,Male,Individual Contributor,Non-Minority,Director,0,Midwest,Meets,M0026,Manager 7,0,3
R0411,4,3,4,4,4,4,4,3,4,3,3,4,3,3,5,4,4,4,3,3,4,3,4,4,4,3,4,3,4,4,4,3,5,3,4,3,4,4,IT,Male,Individual Contributor,Non-Minority,VP,0,Remote,Exceeds,M0020,Manager 11,0,1
R0412,4,4,2,4,2,2,4,3,4,3,4,2,4,3,3,4,4,4,2,3,4,3,4,3,3,4,3,4,4,3,3,3,4,4,4,3,4,3,Communications,Male,Individual Contributor,Non-Minority,Professional,0,West,Meets,M0028,Manager 29,1,0
R0413,3,3,3,3,4,3,4,3,4,5,4,3,3,5,2,2,3,2,4,4,3,4,4,4,3,3,2,4,3,4,4,4,4,3,4,4,4,3,Legal,Male,Manager,Minority,Senior Manager,1,Midwest,Exceeds,M0021,Manager 40,1,0
R0414,4,4,4,4,2,2,2,2,3,3,3,3,3,3,3,2,4,3,4,2,3,3,2,4,4,5,3,3,4,3,3,2,4,3,3,3,3,3,Human Resources,Male,Individual Contributor,Non-Minority,Senior Manager,0,West,Meets,M0028,Manager 13,0,2
R0415,4,3,4,4,5,4,5,5,4,3,4,4,5,3,3,3,2,3,3,2,2,3,2,2,3,4,3,3,2,2,3,2,3,2,2,3,2,2,IT,Male,Individual Contributor,Minority,Senior Professional,0,Midwest,Meets,M0041,Manager 5,0,0
R0416,5,5,5,5,2,4,2,3,4,5,5,5,5,4,3,4,3,3,5,4,4,4,5,4,4,3,5,4,4,4,4,5,3,4,5,5,4,5,Product,Male,Manager,Non-Minority,Professional,1,Northeast,Meets,M0033,Manager 17,0,1
R0417,4,3,4,3,3,4,3,3,3,3,2,2,2,2,3,4,3,3,5,4,5,5,5,5,4,5,5,5,5,5,5,5,5,5,4,5,5,5,IT,Female,Individual Contributor,Non-Minority,Manager,0,Midwest,Below,M0039,Manager 42,0,3
R0418,4,3,4,2,2,3,3,2,4,3,3,3,3,4,5,5,5,5,4,4,3,4,3,5,4,4,4,3,3,3,5,3,3,3,4,3,3,4,Customer Service,Male,Individual Contributor,Minority,Senior Professional,0,West,Meets,M0002,Manager 8,1,0
R0419,5,5,4,5,3,3,4,2,1,1,2,1,1,1,4,4,4,4,4,5,5,4,5,5,4,4,5,4,4,4,4,5,5,4,5,5,3,4,Marketing,Female,Manager,Minority,VP,1,Midwest,Exceeds,M0028,Manager 12,0,1
R0420,4,5,4,3,3,3,3,3,5,5,5,5,5,5,5,4,4,5,4,4,5,5,5,5,5,4,5,4,5,4,4,5,4,5,4,5,5,4,Operations,Male,Individual Contributor,Non-Minority,Professional,0,Northeast,Meets,M0014,Manager 43,0,2
